CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
SK,3152,SAS,2024-02-29T02:55:00,2024-02-29T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
A3,928,AEGEAN  AIRLINES,2024-02-29T03:00:00,2024-02-29T03:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
FB,1528,BULGARIA  AIR,2024-02-29T03:00:00,2024-02-29T03:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LO,151,LOT POLISH AIRLINES,2024-02-29T03:45:00,2024-02-29T03:45:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,9256,EL AL ISRAEL AIRLINES,2024-02-29T03:45:00,2024-02-29T03:45:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
A3,929,AEGEAN  AIRLINES,2024-02-29T03:50:00,2024-02-29T03:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,41-44,B,ON TIME,בזמן
FB,1529,BULGARIA  AIR,2024-02-29T03:50:00,2024-02-29T03:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,41-44,B,ON TIME,בזמן
JU,7623,AIR SERBIA,2024-02-29T03:50:00,2024-02-29T03:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,41-44,B,ON TIME,בזמן
NH,5620,ALL NIPPON AIRWAYS,2024-02-29T03:50:00,2024-02-29T03:50:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,24-33,A,ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2024-02-29T03:50:00,2024-02-29T03:50:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,24-33,A,ON TIME,בזמן
AM,7854,AERO MEXICO,2024-02-29T03:55:00,2024-02-29T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,326,EL AL ISRAEL AIRLINES,2024-02-29T03:55:00,2024-02-29T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3158,SAS,2024-02-29T03:55:00,2024-02-29T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
IB,2391,IBERIA,2024-02-29T04:00:00,2024-02-29T04:00:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,392,EL AL ISRAEL AIRLINES,2024-02-29T04:00:00,2024-02-29T04:00:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
6H,562,ISRAIR AIRLINES,2024-02-29T04:15:00,2024-02-29T04:15:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
AM,7878,AERO MEXICO,2024-02-29T04:20:00,2024-02-29T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-02-29T04:20:00,2024-02-29T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IB,2397,IBERIA,2024-02-29T04:20:00,2024-02-29T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,398,EL AL ISRAEL AIRLINES,2024-02-29T04:20:00,2024-02-29T04:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
QS,1286,SMARTWINGS,2024-02-29T04:35:00,2024-02-29T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
AA,9267,AMERICAN AIRLINES,2024-02-29T05:05:00,2024-02-29T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
AM,7876,AERO MEXICO,2024-02-29T05:05:00,2024-02-29T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,318,EL AL ISRAEL AIRLINES,2024-02-29T05:05:00,2024-02-29T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3174,SAS,2024-02-29T05:05:00,2024-02-29T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,5101,EL AL ISRAEL AIRLINES,2024-02-29T05:15:00,2024-02-29T05:15:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
LO,152,LOT POLISH AIRLINES,2024-02-29T05:20:00,2024-02-29T05:20:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,45-48,B,ON TIME,בזמן
LY,9255,EL AL ISRAEL AIRLINES,2024-02-29T05:20:00,2024-02-29T05:20:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,45-48,B,ON TIME,בזמן
LY,311,EL AL ISRAEL AIRLINES,2024-02-29T05:30:00,2024-02-29T05:30:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
QS,1287,SMARTWINGS,2024-02-29T05:35:00,2024-02-29T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,12-15,A,ON TIME,בזמן
AA,9262,AMERICAN AIRLINES,2024-02-29T05:50:00,2024-02-29T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
AM,7867,AERO MEXICO,2024-02-29T05:50:00,2024-02-29T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,319,EL AL ISRAEL AIRLINES,2024-02-29T05:50:00,2024-02-29T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
SK,3161,SAS,2024-02-29T05:50:00,2024-02-29T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,025,EL AL ISRAEL AIRLINES,2024-02-29T05:55:00,2024-02-29T05:55:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
6H,051,ISRAIR AIRLINES,2024-02-29T05:55:00,2024-02-29T05:55:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G28-G35,G,ON TIME,בזמן
LY,215,EL AL ISRAEL AIRLINES,2024-02-29T06:00:00,2024-02-29T06:00:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2024-02-29T06:00:00,2024-02-29T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,357,EL AL ISRAEL AIRLINES,2024-02-29T06:00:00,2024-02-29T06:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
SK,3157,SAS,2024-02-29T06:00:00,2024-02-29T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
SK,3165,SAS,2024-02-29T06:00:00,2024-02-29T06:00:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
AM,7864,AERO MEXICO,2024-02-29T06:05:00,2024-02-29T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2024-02-29T06:05:00,2024-02-29T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,971,EL AL ISRAEL AIRLINES,2024-02-29T06:05:00,2024-02-29T06:05:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,78-99,D,ON TIME,בזמן
SK,3155,SAS,2024-02-29T06:05:00,2024-02-29T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-02-29T06:10:00,2024-02-29T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,345,EL AL ISRAEL AIRLINES,2024-02-29T06:10:00,2024-02-29T06:10:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2024-02-29T06:10:00,2024-02-29T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
SK,3167,SAS,2024-02-29T06:10:00,2024-02-29T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8898,AIR PORTUGAL,2024-02-29T06:10:00,2024-02-29T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
AA,9265,AMERICAN AIRLINES,2024-02-29T06:15:00,2024-02-29T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AM,7879,AERO MEXICO,2024-02-29T06:15:00,2024-02-29T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-02-29T06:15:00,2024-02-29T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IB,2394,IBERIA,2024-02-29T06:15:00,2024-02-29T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2024-02-29T06:15:00,2024-02-29T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,395,EL AL ISRAEL AIRLINES,2024-02-29T06:15:00,2024-02-29T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
QF,5021,QANTAS AIRWAYS,2024-02-29T06:15:00,2024-02-29T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TG,5483,THAI AIRWAYS,2024-02-29T06:15:00,2024-02-29T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
VN,3299,VIETNAM AIRLINES,2024-02-29T06:15:00,2024-02-29T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,361,EL AL ISRAEL AIRLINES,2024-02-29T06:30:00,2024-02-29T06:30:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,78-99,D,ON TIME,בזמן
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-02-29T06:35:00,2024-02-29T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7444,DELTA AIRLINES,2024-02-29T06:35:00,2024-02-29T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,028,EL AL ISRAEL AIRLINES,2024-02-29T06:35:00,2024-02-29T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,004,EL AL ISRAEL AIRLINES,2024-02-29T06:50:00,2024-02-29T06:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,381,EL AL ISRAEL AIRLINES,2024-02-29T06:50:00,2024-02-29T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2024-02-29T06:50:00,2024-02-29T06:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
SK,3185,SAS,2024-02-29T06:50:00,2024-02-29T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-02-29T06:50:00,2024-02-29T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-02-29T07:00:00,2024-02-29T07:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G20-G27,G,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2024-02-29T07:00:00,2024-02-29T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
6H,883,ISRAIR AIRLINES,2024-02-29T07:00:00,2024-02-29T07:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,34-37,B,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2024-02-29T07:05:00,2024-02-29T07:05:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
6H,661,ISRAIR AIRLINES,2024-02-29T07:20:00,2024-02-29T07:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,37-40,B,ON TIME,בזמן
LY,2521,EL AL ISRAEL AIRLINES,2024-02-29T07:25:00,2024-02-29T07:25:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,78-99,D,ON TIME,בזמן
6H,041,ISRAIR AIRLINES,2024-02-29T07:30:00,2024-02-29T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G28-G35,G,ON TIME,בזמן
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-02-29T07:45:00,2024-02-29T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-02-29T07:45:00,2024-02-29T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7438,DELTA AIRLINES,2024-02-29T07:45:00,2024-02-29T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,018,EL AL ISRAEL AIRLINES,2024-02-29T07:45:00,2024-02-29T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,611,EL AL ISRAEL AIRLINES,2024-02-29T08:20:00,2024-02-29T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2024-02-29T08:20:00,2024-02-29T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
LY,5141,EL AL ISRAEL AIRLINES,2024-02-29T08:30:00,2024-02-29T08:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,ON TIME,בזמן
LY,009,EL AL ISRAEL AIRLINES,2024-02-29T08:45:00,2024-02-29T08:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
EK,2369,EMIRATES,2024-02-29T08:55:00,2024-02-29T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-02-29T08:55:00,2024-02-29T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,301,ARKIA  ISRAELI  AIRLINES,2024-02-29T08:55:00,2024-02-29T08:55:00,D,RZE,RZESZOW-JASIONKA,ז'שוב,RZESZOW,פולין,POLAND,3,56-59,C,ON TIME,בזמן
AM,7885,AERO MEXICO,2024-02-29T09:00:00,2024-02-29T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-02-29T09:00:00,2024-02-29T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
SK,3163,SAS,2024-02-29T09:00:00,2024-02-29T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
6H,052,ISRAIR AIRLINES,2024-02-29T09:00:00,2024-02-29T09:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-02-29T09:10:00,2024-02-29T09:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,59-63,C,ON TIME,בזמן
AA,9261,AMERICAN AIRLINES,2024-02-29T09:15:00,2024-02-29T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
AM,7863,AERO MEXICO,2024-02-29T09:15:00,2024-02-29T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
LY,315,EL AL ISRAEL AIRLINES,2024-02-29T09:15:00,2024-02-29T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
SK,3181,SAS,2024-02-29T09:15:00,2024-02-29T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-02-29T09:25:00,2024-02-29T09:25:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
IZ,415,ARKIA  ISRAELI  AIRLINES,2024-02-29T09:35:00,2024-02-29T09:35:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,63-67,C,ON TIME,בזמן
6H,042,ISRAIR AIRLINES,2024-02-29T10:00:00,2024-02-29T10:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
6H,733,ISRAIR AIRLINES,2024-02-29T10:00:00,2024-02-29T10:00:00,D,RZE,RZESZOW-JASIONKA,ז'שוב,RZESZOW,פולין,POLAND,3,37-40,B,ON TIME,בזמן
EK,2370,EMIRATES,2024-02-29T10:10:00,2024-02-29T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,ON TIME,בזמן
FZ,1550,FLYDUBAI,2024-02-29T10:10:00,2024-02-29T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,ON TIME,בזמן
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-02-29T10:10:00,2024-02-29T10:10:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G20-G27,G,ON TIME,בזמן
AM,7868,AERO MEXICO,2024-02-29T10:20:00,2024-02-29T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-02-29T10:20:00,2024-02-29T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-02-29T10:20:00,2024-02-29T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7425,DELTA AIRLINES,2024-02-29T10:20:00,2024-02-29T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EK,2450,EMIRATES,2024-02-29T10:20:00,2024-02-29T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1081,FLYDUBAI,2024-02-29T10:20:00,2024-02-29T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,002,EL AL ISRAEL AIRLINES,2024-02-29T10:20:00,2024-02-29T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IB,2392,IBERIA,2024-02-29T10:30:00,2024-02-29T10:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,393,EL AL ISRAEL AIRLINES,2024-02-29T10:30:00,2024-02-29T10:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
HY,301,UZBEKISTAN AIR,2024-02-29T10:35:00,2024-02-29T10:35:00,A,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,,,NOT FINAL,לא סופי
IZ,161,ARKIA  ISRAELI  AIRLINES,2024-02-29T10:50:00,2024-02-29T10:50:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,67-70,C,ON TIME,בזמן
LY,5407,EL AL ISRAEL AIRLINES,2024-02-29T11:00:00,2024-02-29T11:00:00,D,RZE,RZESZOW-JASIONKA,ז'שוב,RZESZOW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
6H,725,ISRAIR AIRLINES,2024-02-29T11:15:00,2024-02-29T11:15:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,34-37,B,ON TIME,בזמן
BZ,111,BLUE BIRD AIRWAYS,2024-02-29T11:20:00,2024-02-29T11:20:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
AM,7874,AERO MEXICO,2024-02-29T11:35:00,2024-02-29T11:35:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6462,JETBLUE AIRWAYS CORPORATION,2024-02-29T11:35:00,2024-02-29T11:35:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7429,DELTA AIRLINES,2024-02-29T11:35:00,2024-02-29T11:35:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EK,2451,EMIRATES,2024-02-29T11:35:00,2024-02-29T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,ON TIME,בזמן
FZ,1082,FLYDUBAI,2024-02-29T11:35:00,2024-02-29T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,ON TIME,בזמן
LY,006,EL AL ISRAEL AIRLINES,2024-02-29T11:35:00,2024-02-29T11:35:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EK,2363,EMIRATES,2024-02-29T11:40:00,2024-02-29T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1211,FLYDUBAI,2024-02-29T11:40:00,2024-02-29T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,613,EL AL ISRAEL AIRLINES,2024-02-29T11:45:00,2024-02-29T11:45:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
A3,926,AEGEAN  AIRLINES,2024-02-29T12:00:00,2024-02-29T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
JU,7620,AIR SERBIA,2024-02-29T12:00:00,2024-02-29T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,542,EL AL ISRAEL AIRLINES,2024-02-29T12:05:00,2024-02-29T12:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
BZ,704,BLUE BIRD AIRWAYS,2024-02-29T12:10:00,2024-02-29T12:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,62-64,C,ON TIME,בזמן
LY,973,EL AL ISRAEL AIRLINES,2024-02-29T12:10:00,2024-02-29T12:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,78-99,D,ON TIME,בזמן
